Gravitation	Capitanul Tsubasa	Fata Iadului	Yu Yu Hakusho	Mirage of Blaze	Inuyasha
Într-o seară, Shuichi scria versurile pentru o melodie, când ziarul a fost aruncat în aer, ajungând la un bărbat înalt și blond. Aceasta a fost prima, dar nu ultima întâlnire, iar Shuichi a devenit interesat de bărbat.	Tsubasa Ozora se mută în oraşul Nankatsu pentru a deveni un jucător de fotbal mai bun.	Ai trăiește împreună cu bunica sa și asistenții într-un tărâm aflat în crepuscul etern. Prin intermediul unui calculator vechi, Ai primește numele clienților care au scris pe site și îi răzbună cu ajutorul asistenților ei.	Botan îl informează pe Yusuke că actul său i-a surprins pe cei din viața de apoi și că nu era încă pregătit pentru un loc în rai sau iad. Astfel, Yusuke intră într-o aventură în Lumea Spiritelor.	Takaya Ougi, un elev de liceu, nu vrea altceva decât să-și protejeze cel mai bun prieten Yuzuru Narita și să ducă o viață normală. Toate acestea până când Nobutsuna Naoe îl informează pe Takaya că el este de fapt reîncarnarea Lordului Kagetora.	Inuyasha Lorem ipsum dolor sit amet
